id,category,category,category,category,category
8999,cs,,cs,cs,cs
9000,math,,math,math,math
9001,math,,math,math,math
9002,math,,math,math,math
9003,cs,,cs,cs,cs
9004,math,,math,math,math
9005,math,,math,math,math
9006,cs,,cs,cs,cs
9007,cs,,math,cs,cs
9008,cs,,cs,cs,cs
9009,physics,,cs,cs,cs
9010,stat,,stat,cs,stat
9011,math,,stat,math,math
9012,stat,,stat,physics,physics
9013,math,,math,cs,math
9014,cs,,physics,physics,physics
9015,physics,,physics,physics,physics
9016,physics,,physics,physics,physics
9017,math,,math,math,math
9018,cs,,math,math,math
9019,math,,math,math,math
9020,cs,,cs,cs,cs
9021,physics,,physics,physics,physics
9022,physics,,physics,physics,physics
9023,physics,,physics,physics,physics
9024,cs,,cs,cs,cs
9025,cs,,cs,cs,cs
9026,cs,,cs,cs,cs
9027,cs,,cs,cs,cs
9028,stat,,stat,cs,cs
9029,physics,,physics,physics,physics
9030,cs,,cs,cs,cs
9031,math,,math,math,math
9032,cs,,cs,cs,cs
9033,math,,math,math,math
9034,physics,,physics,physics,physics
9035,math,,cs,physics,math
9036,cs,,cs,cs,physics
9037,stat,,stat,stat,stat
9038,math,,math,math,math
9039,physics,,physics,physics,physics
9040,physics,,physics,physics,physics
9041,math,,math,math,math
9042,stat,,stat,stat,stat
9043,math,,math,math,math
9044,cs,,cs,cs,cs
9045,math,,math,math,math
9046,cs,,cs,cs,cs
9047,physics,,physics,physics,physics
9048,math,,cs,cs,cs
9049,physics,,physics,physics,physics
9050,cs,,cs,cs,cs
9051,stat,,stat,cs,stat
9052,physics,,cs,stat,physics
9053,physics,,physics,physics,physics
9054,stat,,stat,stat,stat
9055,cs,,cs,cs,cs
9056,math,,math,math,math
9057,math,,math,math,math
9058,stat,,stat,cs,stat
9059,math,,math,math,math
9060,math,,math,math,math
9061,cs,,cs,cs,cs
9062,math,,math,math,math
9063,math,,math,math,math
9064,cs,,cs,cs,cs
9065,cs,,cs,cs,cs
9066,cs,,cs,cs,cs
9067,math,,math,math,math
9068,math,,math,math,math
9069,stat,,stat,stat,stat
9070,math,,math,cs,math
9071,math,,math,math,math
9072,math,,stat,stat,math
9073,math,,math,math,math
9074,cs,,cs,cs,cs
9075,physics,,physics,physics,physics
9076,math,,math,math,math
9077,stat,,stat,stat,stat
9078,physics,,physics,physics,physics
9079,stat,,stat,stat,stat
9080,stat,,stat,stat,stat
9081,math,,math,math,math
9082,physics,,physics,physics,physics
9083,cs,,cs,cs,cs
9084,cs,,cs,cs,cs
9085,physics,,stat,physics,physics
9086,math,,stat,math,math
9087,cs,,cs,cs,cs
9088,cs,,cs,cs,cs
9089,math,,math,math,math
9090,math,,math,math,math
9091,cs,,cs,cs,cs
9092,stat,,stat,stat,stat
9093,math,,math,math,math
9094,physics,,physics,physics,physics
9095,math,,math,math,math
9096,cs,,stat,stat,stat
9097,math,,math,math,math
9098,physics,,physics,physics,physics
9099,stat,,cs,stat,stat
9100,physics,,physics,physics,physics
9101,stat,,stat,stat,stat
9102,cs,,cs,cs,cs
9103,math,,math,math,math
9104,cs,,cs,cs,cs
9105,stat,,math,cs,cs
9106,math,,math,math,math
9107,physics,,stat,cs,physics
9108,cs,,cs,cs,cs
9109,math,,math,cs,math
9110,physics,,physics,physics,physics
9111,cs,,cs,cs,cs
9112,math,,math,math,math
9113,cs,,stat,stat,stat
9114,stat,,stat,stat,stat
9115,physics,,physics,physics,physics
9116,physics,,physics,physics,physics
9117,cs,,cs,cs,cs
9118,physics,,physics,physics,physics
9119,physics,,physics,physics,physics
9120,cs,,cs,cs,cs
9121,physics,,physics,cs,cs
9122,stat,,cs,cs,cs
9123,stat,,stat,stat,stat
9124,math,,math,math,math
9125,math,,math,math,math
9126,cs,,cs,cs,cs
9127,physics,,physics,physics,physics
9128,physics,,physics,physics,physics
9129,cs,,cs,cs,cs
9130,cs,,cs,cs,cs
9131,cs,,cs,cs,cs
9132,stat,,stat,stat,stat
9133,cs,,cs,cs,cs
9134,physics,,physics,physics,physics
9135,math,,math,math,math
9136,math,,math,math,math
9137,cs,,cs,cs,cs
9138,math,,math,math,math
9139,math,,math,math,math
9140,cs,,cs,cs,cs
9141,cs,,cs,cs,cs
9142,math,,math,math,math
9143,math,,math,math,math
9144,math,,math,math,math
9145,cs,,cs,cs,cs
9146,cs,,stat,cs,cs
9147,cs,,cs,cs,cs
9148,cs,,cs,stat,cs
9149,physics,,physics,physics,physics
9150,stat,,cs,cs,cs
9151,math,,math,math,math
9152,math,,math,math,math
9153,cs,,cs,cs,cs
9154,cs,,cs,cs,cs
9155,physics,,physics,physics,physics
9156,math,,math,math,math
9157,physics,,physics,physics,physics
9158,cs,,stat,cs,cs
9159,math,,math,math,math
9160,cs,,cs,cs,cs
9161,stat,,stat,stat,stat
9162,physics,,stat,physics,physics
9163,math,,math,math,math
9164,stat,,stat,stat,stat
9165,math,,math,math,math
9166,math,,math,cs,math
9167,math,,math,math,math
9168,math,,math,math,math
9169,math,,math,math,math
9170,stat,,cs,cs,cs
9171,cs,,cs,cs,cs
9172,math,,math,math,math
9173,stat,,stat,stat,stat
9174,physics,,physics,physics,physics
9175,cs,,cs,cs,cs
9176,physics,,physics,physics,physics
9177,cs,,math,cs,cs
9178,cs,,cs,cs,cs
9179,cs,,cs,cs,cs
9180,physics,,physics,physics,physics
9181,cs,,cs,cs,cs
9182,stat,,cs,cs,stat
9183,math,,math,math,math
9184,stat,,stat,stat,stat
9185,math,,math,cs,math
9186,stat,,stat,cs,cs
9187,physics,,physics,physics,physics
9188,cs,,stat,cs,cs
9189,stat,,stat,cs,stat
9190,cs,,cs,cs,cs
9191,stat,,stat,stat,stat
9192,cs,,cs,cs,cs
9193,math,,math,math,math
9194,cs,,stat,cs,cs
9195,cs,,cs,cs,cs
9196,cs,,cs,cs,cs
9197,math,,math,math,math
9198,cs,,cs,cs,cs
9199,cs,,cs,cs,cs
9200,math,,math,math,math
9201,cs,,stat,cs,cs
9202,physics,,physics,physics,physics
9203,physics,,physics,physics,physics
9204,physics,,cs,physics,physics
9205,cs,,cs,cs,cs
9206,math,,math,math,cs
9207,math,,math,math,math
9208,math,,cs,math,math
9209,cs,,cs,cs,cs
9210,cs,,cs,cs,cs
9211,physics,,physics,physics,physics
9212,stat,,cs,cs,cs
9213,cs,,cs,stat,cs
9214,physics,,physics,physics,physics
9215,physics,,physics,physics,physics
9216,physics,,physics,physics,physics
9217,cs,,cs,cs,cs
9218,physics,,physics,cs,physics
9219,physics,,physics,physics,physics
9220,math,,math,math,math
9221,math,,stat,math,math
9222,math,,math,math,math
9223,cs,,cs,cs,cs
9224,math,,math,cs,math
9225,math,,math,cs,math
9226,stat,,stat,stat,stat
9227,cs,,cs,cs,cs
9228,math,,math,math,math
9229,math,,math,math,math
9230,math,,math,math,math
9231,math,,math,math,math
9232,math,,math,math,math
9233,physics,,physics,physics,physics
9234,math,,math,math,cs
9235,cs,,cs,math,math
9236,math,,math,math,math
9237,cs,,cs,cs,cs
9238,math,,math,math,math
9239,stat,,stat,cs,stat
9240,math,,math,math,math
9241,math,,math,math,math
9242,cs,,cs,cs,cs
9243,cs,,cs,cs,cs
9244,math,,math,math,math
9245,cs,,cs,cs,cs
9246,stat,,stat,stat,stat
9247,stat,,stat,math,stat
9248,stat,,stat,stat,stat
9249,stat,,stat,physics,stat
9250,physics,,physics,physics,physics
9251,physics,,physics,physics,physics
9252,math,,math,math,math
9253,cs,,cs,cs,cs
9254,stat,,stat,stat,stat
9255,cs,,cs,cs,cs
9256,cs,,math,cs,cs
9257,stat,,stat,cs,physics
9258,stat,,stat,stat,stat
9259,math,,math,math,math
9260,math,,math,math,math
9261,math,,math,math,math
9262,cs,,cs,cs,cs
9263,cs,,cs,cs,cs
9264,physics,,physics,physics,physics
9265,math,,math,math,math
9266,math,,math,math,math
9267,math,,cs,math,cs
9268,physics,,physics,physics,physics
9269,cs,,cs,cs,cs
9270,cs,,math,math,cs
9271,cs,,cs,cs,cs
9272,cs,,cs,cs,cs
9273,cs,,cs,cs,cs
9274,math,,math,math,math
9275,math,,math,math,math
9276,cs,,cs,cs,cs
9277,stat,,stat,stat,stat
9278,math,,math,math,math
9279,cs,,cs,cs,cs
9280,physics,,physics,physics,physics
9281,physics,,physics,physics,physics
9282,math,,math,math,math
9283,physics,,physics,physics,physics
9284,math,,math,math,math
9285,cs,,cs,cs,cs
9286,math,,math,math,math
9287,stat,,stat,stat,stat
9288,stat,,stat,stat,stat
9289,stat,,stat,cs,stat
9290,physics,,physics,physics,physics
9291,math,,math,math,math
9292,cs,,cs,cs,cs
9293,math,,math,math,math
9294,stat,,stat,physics,stat
9295,cs,,cs,cs,cs
9296,stat,,stat,stat,stat
9297,math,,math,math,math
9298,stat,,stat,physics,stat
9299,math,,cs,cs,cs
9300,physics,,physics,physics,physics
9301,physics,,physics,physics,physics
9302,math,,math,math,math
9303,math,,math,math,math
9304,physics,,physics,physics,physics
9305,cs,,cs,cs,cs
9306,cs,,stat,stat,cs
9307,stat,,stat,stat,stat
9308,cs,,cs,cs,cs
9309,math,,math,math,math
9310,cs,,stat,cs,cs
9311,math,,math,math,math
9312,cs,,cs,cs,cs
9313,cs,,cs,cs,cs
9314,stat,,cs,stat,stat
9315,physics,,physics,physics,physics
9316,math,,math,math,math
9317,physics,,physics,physics,physics
9318,math,,math,math,math
9319,stat,,stat,stat,stat
9320,math,,math,math,math
9321,physics,,physics,physics,physics
9322,math,,math,math,math
9323,math,,math,math,math
9324,cs,,stat,cs,cs
9325,math,,stat,math,math
9326,stat,,math,math,stat
9327,physics,,math,physics,physics
9328,stat,,stat,stat,stat
9329,math,,math,math,math
9330,physics,,physics,physics,physics
9331,math,,math,cs,math
9332,cs,,cs,cs,cs
9333,math,,math,math,math
9334,cs,,cs,cs,cs
9335,cs,,cs,cs,cs
9336,cs,,stat,stat,stat
9337,cs,,cs,cs,cs
9338,math,,math,math,math
9339,stat,,stat,cs,stat
9340,math,,math,math,math
9341,math,,math,math,math
9342,cs,,cs,stat,cs
9343,math,,math,math,math
9344,cs,,cs,cs,cs
9345,cs,,math,cs,stat
9346,cs,,cs,cs,cs
9347,cs,,cs,cs,cs
9348,math,,math,math,math
9349,cs,,cs,cs,cs
9350,stat,,stat,stat,stat
9351,math,,math,math,math
9352,math,,math,math,math
9353,math,,math,math,math
9354,stat,,stat,stat,stat
9355,cs,,cs,cs,cs
9356,cs,,cs,cs,cs
9357,physics,,physics,physics,physics
9358,math,,math,math,math
9359,physics,,physics,physics,physics
9360,cs,,stat,stat,stat
9361,cs,,cs,cs,cs
9362,math,,math,math,math
9363,cs,,cs,cs,cs
9364,cs,,math,cs,cs
9365,cs,,stat,stat,cs
9366,cs,,cs,cs,cs
9367,stat,,math,physics,physics
9368,cs,,cs,cs,cs
9369,math,,math,cs,math
9370,physics,,physics,physics,physics
9371,physics,,math,physics,physics
9372,math,,math,math,math
9373,cs,,cs,stat,cs
9374,math,,math,math,math
9375,physics,,physics,physics,physics
9376,cs,,cs,cs,cs
9377,cs,,cs,cs,cs
9378,stat,,stat,stat,stat
9379,cs,,cs,cs,cs
9380,cs,,stat,stat,stat
9381,physics,,physics,physics,physics
9382,physics,,physics,physics,physics
9383,stat,,stat,stat,stat
9384,math,,math,math,math
9385,stat,,stat,stat,stat
9386,cs,,cs,cs,cs
9387,physics,,physics,physics,physics
9388,cs,,cs,cs,cs
9389,math,,math,math,math
9390,math,,math,math,math
9391,physics,,physics,physics,physics
9392,cs,,cs,cs,cs
9393,physics,,physics,physics,physics
9394,cs,,cs,cs,cs
9395,cs,,stat,stat,cs
9396,cs,,math,cs,cs
9397,physics,,physics,physics,physics
9398,cs,,cs,cs,cs
9399,stat,,stat,math,stat
9400,stat,,stat,stat,stat
9401,math,,math,math,math
9402,cs,,cs,cs,cs
9403,cs,,cs,cs,cs
9404,math,,math,math,math
9405,stat,,stat,stat,stat
9406,math,,math,math,math
9407,physics,,physics,physics,physics
9408,math,,math,math,math
9409,cs,,stat,cs,cs
9410,physics,,physics,physics,physics
9411,math,,math,math,math
9412,cs,,cs,cs,cs
9413,math,,math,math,math
9414,math,,math,math,math
9415,physics,,physics,physics,physics
9416,cs,,cs,cs,cs
9417,cs,,cs,cs,cs
9418,math,,math,math,math
9419,physics,,stat,physics,physics
9420,stat,,stat,stat,stat
9421,math,,math,math,math
9422,math,,math,math,math
9423,physics,,physics,physics,physics
9424,math,,math,math,math
9425,physics,,physics,physics,physics
9426,math,,math,math,math
9427,cs,,cs,cs,cs
9428,physics,,physics,physics,physics
9429,cs,,cs,math,cs
9430,cs,,cs,cs,cs
9431,cs,,cs,cs,cs
9432,stat,,stat,math,stat
9433,cs,,cs,cs,cs
9434,math,,math,math,math
9435,cs,,cs,cs,cs
9436,physics,,physics,physics,physics
9437,math,,math,math,math
9438,math,,stat,cs,stat
9439,cs,,cs,cs,cs
9440,cs,,cs,cs,cs
9441,physics,,physics,physics,physics
9442,cs,,cs,cs,cs
9443,math,,math,math,math
9444,math,,math,math,math
9445,cs,,stat,cs,cs
9446,physics,,physics,physics,physics
9447,stat,,stat,cs,cs
9448,stat,,stat,stat,stat
9449,math,,math,math,math
9450,cs,,cs,cs,cs
9451,physics,,physics,physics,physics
9452,cs,,cs,cs,cs
9453,cs,,cs,cs,cs
9454,cs,,cs,cs,cs
9455,math,,math,math,math
9456,math,,math,math,math
9457,cs,,cs,cs,cs
9458,math,,math,math,math
9459,physics,,physics,physics,physics
9460,math,,math,physics,math
9461,cs,,cs,cs,cs
9462,cs,,stat,cs,cs
9463,math,,math,math,math
9464,math,,math,math,math
9465,math,,math,math,math
9466,math,,math,math,math
9467,cs,,math,cs,cs
9468,cs,,cs,cs,cs
9469,math,,stat,stat,stat
9470,cs,,cs,cs,cs
9471,math,,math,math,math
9472,cs,,cs,cs,cs
9473,physics,,physics,physics,physics
9474,cs,,cs,cs,cs
9475,math,,math,math,math
9476,stat,,stat,stat,stat
9477,stat,,stat,math,stat
9478,cs,,cs,cs,cs
9479,math,,math,math,math
9480,physics,,physics,physics,physics
9481,physics,,physics,physics,physics
9482,cs,,cs,cs,cs
9483,physics,,physics,physics,physics
9484,physics,,physics,physics,physics
9485,cs,,cs,cs,cs
9486,stat,,stat,cs,cs
9487,cs,,math,cs,cs
9488,math,,math,math,math
9489,stat,,stat,stat,stat
9490,math,,math,math,math
9491,stat,,cs,cs,stat
9492,math,,math,math,math
9493,cs,,cs,cs,cs
9494,physics,,physics,physics,physics
9495,math,,math,math,math
9496,physics,,physics,physics,physics
9497,physics,,physics,physics,physics
9498,math,,math,math,math
9499,stat,,stat,cs,cs
9500,math,,math,math,math
9501,math,,math,math,math
9502,physics,,cs,cs,physics
9503,math,,math,math,math
9504,cs,,cs,cs,cs
9505,cs,,cs,cs,cs
9506,math,,math,math,math
9507,cs,,cs,cs,cs
9508,physics,,physics,physics,physics
9509,math,,math,math,math
9510,stat,,stat,stat,stat
9511,stat,,stat,cs,stat
9512,math,,math,math,math
9513,math,,math,math,math
9514,cs,,cs,cs,cs
9515,physics,,physics,physics,physics
9516,math,,math,math,math
9517,math,,math,math,math
9518,math,,math,math,math
9519,cs,,cs,cs,cs
9520,cs,,cs,cs,cs
9521,math,,stat,stat,stat
9522,math,,math,math,math
9523,stat,,stat,cs,stat
9524,physics,,physics,physics,physics
9525,cs,,stat,cs,cs
9526,cs,,cs,cs,cs
9527,math,,math,math,math
9528,math,,math,math,math
9529,physics,,math,cs,cs
9530,math,,math,math,math
9531,cs,,stat,stat,stat
9532,cs,,cs,cs,cs
9533,math,,math,math,math
9534,cs,,cs,cs,cs
9535,math,,math,math,math
9536,cs,,cs,cs,cs
9537,cs,,cs,cs,cs
9538,cs,,cs,cs,cs
9539,stat,,stat,stat,stat
9540,math,,math,math,math
9541,math,,math,math,math
9542,cs,,stat,cs,cs
9543,stat,,stat,stat,stat
9544,math,,math,math,math
9545,math,,math,math,math
9546,physics,,physics,physics,physics
9547,cs,,cs,cs,physics
9548,physics,,physics,physics,physics
9549,cs,,stat,cs,cs
9550,cs,,cs,cs,cs
9551,stat,,stat,stat,stat
9552,stat,,stat,stat,stat
9553,stat,,stat,stat,stat
9554,math,,math,math,math
9555,cs,,cs,cs,cs
9556,cs,,stat,cs,cs
9557,stat,,cs,cs,stat
9558,stat,,stat,stat,stat
9559,cs,,cs,cs,cs
9560,stat,,stat,stat,stat
9561,cs,,stat,cs,cs
9562,cs,,cs,cs,cs
9563,math,,math,math,math
9564,cs,,cs,cs,cs
9565,cs,,cs,cs,cs
9566,cs,,cs,cs,cs
9567,stat,,stat,stat,stat
9568,cs,,stat,cs,stat
9569,stat,,stat,math,stat
9570,physics,,physics,physics,physics
9571,math,,math,math,math
9572,math,,math,math,math
9573,cs,,cs,cs,cs
9574,cs,,cs,cs,cs
9575,cs,,cs,cs,cs
9576,math,,math,math,math
9577,physics,,stat,physics,physics
9578,math,,math,physics,math
9579,cs,,cs,cs,cs
9580,physics,,physics,physics,physics
9581,cs,,cs,cs,cs
9582,cs,,cs,cs,cs
9583,math,,stat,math,stat
9584,math,,math,math,math
9585,stat,,stat,math,stat
9586,physics,,physics,physics,physics
9587,math,,math,math,math
9588,stat,,stat,stat,stat
9589,stat,,stat,cs,stat
9590,cs,,cs,cs,cs
9591,cs,,math,cs,cs
9592,cs,,cs,cs,cs
9593,physics,,physics,physics,physics
9594,physics,,physics,physics,physics
9595,stat,,cs,cs,stat
9596,physics,,physics,physics,physics
9597,math,,math,math,math
9598,math,,cs,cs,cs
9599,math,,math,math,math
9600,physics,,physics,physics,physics
9601,cs,,cs,cs,cs
9602,cs,,cs,math,cs
9603,cs,,cs,cs,cs
9604,cs,,cs,cs,cs
9605,physics,,physics,physics,physics
9606,math,,math,math,math
9607,stat,,math,math,math
9608,stat,,stat,stat,stat
9609,cs,,cs,cs,cs
9610,cs,,cs,cs,cs
9611,cs,,cs,cs,cs
9612,cs,,cs,cs,cs
9613,physics,,physics,physics,physics
9614,cs,,cs,cs,cs
9615,math,,math,math,math
9616,cs,,cs,cs,cs
9617,math,,math,math,math
9618,cs,,cs,cs,cs
9619,cs,,cs,math,cs
9620,math,,cs,cs,math
9621,cs,,cs,cs,cs
9622,cs,,cs,cs,cs
9623,math,,math,math,math
9624,physics,,physics,physics,physics
9625,cs,,cs,cs,cs
9626,cs,,stat,cs,stat
9627,physics,,physics,physics,physics
9628,math,,math,math,math
9629,stat,,stat,stat,stat
9630,cs,,stat,stat,stat
9631,cs,,cs,cs,cs
9632,math,,math,math,math
9633,stat,,stat,math,stat
9634,math,,math,math,math
9635,stat,,stat,stat,stat
9636,cs,,cs,cs,cs
9637,physics,,physics,physics,physics
9638,physics,,physics,cs,physics
9639,math,,math,math,math
9640,cs,,cs,cs,cs
9641,cs,,cs,stat,cs
9642,math,,math,math,math
9643,math,,math,math,math
9644,math,,math,math,math
9645,math,,math,math,math
9646,cs,,cs,cs,cs
9647,cs,,math,math,cs
9648,physics,,physics,physics,physics
9649,math,,math,math,math
9650,stat,,stat,cs,cs
9651,math,,math,math,math
9652,cs,,cs,cs,cs
9653,math,,math,math,math
9654,cs,,cs,cs,cs
9655,cs,,cs,cs,cs
9656,cs,,cs,cs,cs
9657,physics,,stat,physics,physics
9658,math,,math,math,math
9659,stat,,stat,cs,stat
9660,math,,math,math,math
9661,physics,,stat,cs,math
9662,stat,,stat,cs,stat
9663,stat,,cs,stat,stat
9664,physics,,physics,physics,physics
9665,cs,,cs,cs,cs
9666,cs,,cs,cs,cs
9667,math,,math,math,math
9668,cs,,cs,cs,cs
9669,math,,math,math,math
9670,math,,math,math,math
9671,cs,,cs,cs,cs
9672,cs,,math,math,cs
9673,math,,math,math,math
9674,stat,,stat,stat,stat
9675,stat,,stat,stat,stat
9676,physics,,cs,cs,physics
9677,stat,,stat,stat,stat
9678,stat,,stat,stat,stat
9679,math,,math,math,math
9680,math,,math,math,math
9681,cs,,stat,cs,cs
9682,physics,,physics,physics,physics
9683,physics,,math,physics,physics
9684,physics,,physics,physics,physics
9685,physics,,physics,physics,physics
9686,cs,,math,physics,cs
9687,math,,math,cs,math
9688,cs,,cs,cs,cs
9689,stat,,stat,math,stat
9690,math,,math,math,math
9691,cs,,cs,cs,cs
9692,physics,,physics,physics,physics
9693,math,,math,math,math
9694,physics,,physics,physics,physics
9695,math,,cs,cs,cs
9696,math,,math,math,math
9697,math,,math,math,math
9698,cs,,cs,cs,cs
9699,math,,math,math,math
9700,physics,,stat,cs,physics
9701,cs,,cs,cs,cs
9702,math,,math,math,math
9703,physics,,physics,physics,physics
9704,physics,,physics,physics,physics
9705,math,,math,math,math
9706,math,,math,math,math
9707,math,,stat,stat,stat
9708,cs,,cs,cs,cs
9709,cs,,cs,cs,cs
9710,math,,math,math,math
9711,math,,math,math,math
9712,physics,,physics,physics,physics
9713,stat,,stat,stat,stat
9714,physics,,physics,physics,physics
9715,math,,math,math,math
9716,cs,,math,cs,cs
9717,cs,,cs,cs,cs
9718,cs,,cs,cs,cs
9719,physics,,physics,physics,physics
9720,physics,,physics,physics,physics
9721,cs,,cs,cs,cs
9722,stat,,math,math,stat
9723,cs,,stat,cs,cs
9724,physics,,physics,physics,physics
9725,math,,math,math,math
9726,math,,math,math,math
9727,math,,math,math,math
9728,math,,math,math,math
9729,cs,,cs,cs,cs
9730,cs,,stat,cs,cs
9731,cs,,cs,cs,cs
9732,stat,,cs,cs,physics
9733,cs,,cs,cs,cs
9734,math,,math,math,math
9735,cs,,math,math,cs
9736,stat,,stat,stat,stat
9737,math,,math,math,math
9738,physics,,physics,physics,physics
9739,stat,,stat,stat,stat
9740,math,,math,math,math
9741,cs,,cs,cs,cs
9742,math,,math,math,math
9743,cs,,cs,cs,cs
9744,physics,,cs,cs,physics
9745,physics,,physics,physics,physics
9746,physics,,physics,physics,physics
9747,math,,math,math,math
9748,math,,math,math,math
9749,cs,,cs,cs,cs
9750,math,,math,math,math
9751,math,,math,math,math
9752,cs,,cs,cs,cs
9753,cs,,cs,cs,cs
9754,cs,,cs,cs,cs
9755,math,,math,math,math
9756,math,,math,math,math
9757,math,,math,math,math
9758,stat,,stat,stat,stat
9759,math,,math,math,math
9760,cs,,cs,cs,cs
9761,physics,,physics,physics,physics
9762,math,,math,math,math
9763,physics,,physics,physics,physics
9764,math,,math,math,math
9765,cs,,stat,stat,stat
9766,cs,,cs,cs,stat
9767,cs,,cs,cs,cs
9768,cs,,cs,physics,physics
9769,math,,math,math,math
9770,cs,,cs,cs,cs
9771,cs,,cs,cs,cs
9772,math,,math,math,math
9773,stat,,stat,cs,physics
9774,cs,,cs,cs,cs
9775,cs,,cs,cs,cs
9776,physics,,physics,physics,physics
9777,math,,math,math,math
9778,math,,math,math,math
9779,math,,math,math,math
9780,math,,math,math,math
9781,cs,,stat,cs,cs
9782,math,,stat,stat,math
9783,cs,,cs,cs,cs
9784,cs,,cs,cs,cs
9785,cs,,stat,stat,stat
9786,stat,,stat,cs,stat
9787,cs,,cs,cs,cs
9788,physics,,physics,physics,physics
9789,math,,cs,cs,cs
9790,physics,,physics,physics,physics
9791,physics,,physics,physics,physics
9792,math,,math,math,math
9793,math,,cs,cs,cs
9794,math,,math,math,math
9795,physics,,physics,physics,physics
9796,stat,,stat,stat,stat
9797,cs,,cs,cs,cs
9798,physics,,stat,math,physics
9799,stat,,stat,stat,stat
9800,cs,,cs,cs,cs
9801,cs,,math,math,math
9802,math,,cs,math,cs
9803,math,,math,math,math
9804,stat,,stat,stat,stat
9805,stat,,stat,stat,stat
9806,cs,,math,cs,cs
9807,math,,math,math,math
9808,cs,,stat,cs,cs
9809,cs,,cs,cs,cs
9810,math,,math,math,math
9811,cs,,cs,cs,cs
9812,physics,,physics,physics,physics
9813,cs,,cs,cs,cs
9814,stat,,stat,physics,math
9815,math,,math,math,math
9816,cs,,stat,cs,cs
9817,math,,math,math,math
9818,stat,,stat,stat,stat
9819,cs,,cs,cs,cs
9820,math,,math,math,math
9821,physics,,physics,physics,physics
9822,stat,,stat,stat,stat
9823,stat,,stat,stat,stat
9824,math,,math,math,math
9825,physics,,stat,math,physics
9826,math,,math,math,math
9827,math,,math,math,math
9828,stat,,cs,stat,stat
9829,physics,,stat,cs,physics
9830,physics,,physics,physics,physics
9831,cs,,math,cs,cs
9832,math,,math,math,math
9833,cs,,cs,cs,cs
9834,stat,,stat,cs,stat
9835,cs,,cs,cs,cs
9836,physics,,physics,physics,physics
9837,physics,,physics,physics,physics
9838,math,,math,math,math
9839,cs,,cs,cs,cs
9840,math,,math,math,math
9841,physics,,physics,physics,physics
9842,math,,math,math,math
9843,stat,,stat,stat,stat
9844,cs,,cs,cs,cs
9845,math,,math,math,math
9846,math,,math,math,math
9847,cs,,cs,cs,cs
9848,cs,,cs,cs,cs
9849,stat,,stat,cs,stat
9850,math,,math,math,math
9851,cs,,cs,cs,cs
9852,physics,,physics,physics,physics
9853,cs,,cs,cs,cs
9854,physics,,math,physics,physics
9855,cs,,cs,cs,cs
9856,cs,,cs,cs,cs
9857,cs,,math,math,cs
9858,cs,,cs,cs,cs
9859,cs,,cs,cs,cs
9860,cs,,cs,cs,cs
9861,stat,,math,math,math
9862,math,,math,math,math
9863,cs,,stat,stat,stat
9864,cs,,cs,cs,cs
9865,math,,math,math,math
9866,stat,,stat,cs,cs
9867,physics,,physics,physics,physics
9868,math,,math,math,math
9869,physics,,physics,physics,physics
9870,math,,math,math,math
9871,cs,,cs,cs,cs
9872,stat,,cs,cs,cs
9873,physics,,physics,physics,physics
9874,stat,,stat,stat,stat
9875,physics,,physics,physics,physics
9876,physics,,physics,physics,physics
9877,math,,math,math,math
9878,math,,math,math,math
9879,physics,,physics,physics,physics
9880,physics,,physics,physics,physics
9881,physics,,physics,physics,physics
9882,cs,,cs,cs,cs
9883,math,,math,math,math
9884,stat,,stat,stat,stat
9885,cs,,stat,cs,cs
9886,cs,,cs,cs,cs
9887,physics,,physics,physics,physics
9888,cs,,cs,cs,cs
9889,cs,,stat,cs,stat
9890,stat,,stat,cs,stat
9891,cs,,stat,cs,cs
9892,math,,math,math,math
9893,stat,,stat,stat,stat
9894,stat,,stat,stat,stat
9895,cs,,cs,cs,cs
9896,cs,,stat,stat,stat
9897,math,,math,math,math
9898,physics,,stat,cs,physics
9899,math,,math,physics,math
9900,stat,,stat,stat,stat
9901,physics,,physics,physics,physics
9902,physics,,physics,physics,physics
9903,cs,,cs,cs,cs
9904,math,,math,math,math
9905,cs,,math,math,math
9906,cs,,stat,cs,cs
9907,cs,,cs,cs,cs
9908,math,,math,math,math
9909,cs,,cs,cs,cs
9910,cs,,cs,cs,cs
9911,math,,math,math,math
9912,physics,,physics,physics,physics
9913,math,,math,math,math
9914,stat,,stat,stat,stat
9915,cs,,cs,cs,cs
9916,cs,,cs,cs,cs
9917,stat,,stat,physics,stat
9918,physics,,physics,physics,physics
9919,math,,math,math,math
9920,cs,,cs,cs,stat
9921,cs,,cs,cs,cs
9922,stat,,stat,math,stat
9923,physics,,physics,physics,physics
9924,physics,,physics,physics,physics
9925,math,,math,math,math
9926,physics,,math,physics,math
9927,stat,,stat,stat,stat
9928,math,,math,math,math
9929,physics,,physics,physics,physics
9930,cs,,cs,cs,cs
9931,stat,,stat,cs,cs
9932,cs,,stat,stat,stat
9933,math,,math,math,math
9934,math,,math,math,math
9935,math,,math,math,math
9936,cs,,stat,stat,stat
9937,physics,,physics,physics,physics
9938,stat,,stat,math,stat
9939,physics,,cs,cs,physics
9940,cs,,cs,stat,stat
9941,math,,math,math,math
9942,math,,math,math,math
9943,cs,,cs,cs,cs
9944,physics,,stat,physics,physics
9945,cs,,stat,cs,cs
9946,cs,,math,cs,cs
9947,math,,math,math,math
9948,math,,math,math,math
9949,math,,math,math,math
